"year","title","index","revised","url","tags"
2015,"Mini Metro",287980,"Mini_Metro","https://store.steampowered.com/app/287980/Mini_Metro/","Strategy,Simulation,Indie,Puzzle,Minimalist,Singleplayer,Casual,Trains,Management,2D,Relaxing,Touch-Friendly,Building,Difficult,Great Soundtrack,Mouse only,Early Access,Replay Value"
2015,"Tales of Zestiria",351970,"Tales_of_Zestiria","https://store.steampowered.com/app/351970/Tales_of_Zestiria/","JRPG,Anime,RPG,Fantasy,Open World,Story Rich,Action RPG,Adventure,Great Soundtrack,Singleplayer,Action,Multiplayer,Co-op,Action-Adventure,Local Co-Op,Cute,Atmospheric,Hack and Slash,Third Person,Female Protagonist"
2015,"Wolfenstein: The Old Blood",350080,"Wolfenstein_The_Old_Blood","https://store.steampowered.com/app/350080/Wolfenstein_The_Old_Blood/","Action,FPS,Shooter,World War II,Alternate History,Stealth,Singleplayer,First-Person,Gore,Zombies,Atmospheric,Story Rich,Adventure,War,Horror,Sci-fi,Blood,Multiplayer,Mature,Funny"
2015,"Satellite Reign",268870,"Satellite_Reign","https://store.steampowered.com/app/268870/Satellite_Reign/","Cyberpunk,Strategy,Sci-fi,Real-Time,Indie,Tactical,Action,Open World,Stealth,Top-Down,Co-op,Isometric,Singleplayer,Class-Based,Kickstarter,Multiplayer,RTS,RPG,Atmospheric,Great Soundtrack"
2015,"Armello",290340,"Armello","https://store.steampowered.com/app/290340/Armello/","Board Game,Turn-Based Strategy,Strategy,Multiplayer,Card Game,Fantasy,Indie,Dark Fantasy,Adventure,RPG,Hex Grid,Turn-Based,Great Soundtrack,Tactical RPG,Singleplayer,Kickstarter,Multiple Endings,Grand Strategy,Cute,Benchmark"
2015,"Victor Vran ARPG",345180,"Victor_Vran_ARPG","https://store.steampowered.com/app/345180/Victor_Vran_ARPG/","Action RPG,RPG,Hack and Slash,Adventure,Co-op,Action,Isometric,Multiplayer,Loot,Indie,Dungeon Crawler,Controller,Local Co-Op,Singleplayer,Fantasy,Online Co-Op"
2015,"Assassin's Creed Syndicate",368500,"Assassin's_Creed_Syndicate","https://store.steampowered.com/app/368500/Assassin's_Creed_Syndicate/","Assassin,Open World,Action,Parkour,Stealth,Historical,Adventure,Third Person,Singleplayer,Story Rich,Female Protagonist,Atmospheric,Steampunk,Great Soundtrack,Multiplayer,Strategy,Funny,Gore,Illuminati,Co-op"
2015,"Zombie Army Trilogy",301640,"Zombie_Army_Trilogy","https://store.steampowered.com/app/301640/Zombie_Army_Trilogy/","Zombies,Action,Co-op,World War II,Multiplayer,Third-Person Shooter,Horror,Sniper,Survival,Gore,Shooter,Singleplayer,Post-apocalyptic,Survival Horror,Third Person,War,FPS,Open World,Female Protagonist,First-Person"
2015,"Verdun",242860,"Verdun","https://store.steampowered.com/app/242860/Verdun/","World War I,FPS,Multiplayer,War,Historical,Realistic,Action,Shooter,First-Person,Military,Tactical,Simulation,Strategy,Team-Based,Co-op,Indie,Atmospheric,Singleplayer,Gore,Adventure"
2015,"Magicka 2",238370,"Magicka_2","https://store.steampowered.com/app/238370/Magicka_2/","Magic,Co-op,Adventure,Comedy,Multiplayer,Action,Funny,Online Co-Op,Atmospheric,Team-Based,PvP,Open World,RPG,Local Co-Op,Fantasy,Memes,Gore,Local Multiplayer,Singleplayer,Isometric"
